CustomerKey,GeographyKey,First Name,LastName,Full Name,Gender,DateFirstPurchase,Customer City
20747,612,Melody,Vazquez,Melody Vazquez,Female,2023-12-04,Burien
20748,633,Stephanie,Watson,Stephanie Watson,Female,2023-04-16,Puyallup
20749,638,Joan,Morgan,Joan Morgan,Female,2023-11-29,Sedro Woolley
20750,329,Katherine,King,Katherine King,Female,2023-08-23,Imperial Beach
20751,298,Jermaine,Arthur,Jermaine Arthur,Male,2023-12-13,Bellflower
20752,631,Christian,Simmons,Christian Simmons,Male,2023-10-11,Olympia
20753,631,Taylor,Kelly,Taylor Kelly,Female,2023-12-21,Olympia
20754,331,Ian,Davis,Ian Davis,Male,2023-08-30,La Jolla
20755,311,Alex,Lopez,Alex Lopez,Male,2023-08-17,Concord
20756,55,Marcus,Griffin,Marcus Griffin,Male,2023-09-03,Newton
20757,553,Alexia,Powell,Alexia Powell,Female,2024-01-01,Woodburn
20758,637,Jesse,Sanders,Jesse Sanders,Male,2023-04-19,Seattle
20759,300,Teresa,Serrano,Teresa Serrano,Female,2023-06-20,Beverly Hills
20760,62,Thomas,Alexander,Thomas Alexander,Male,2023-11-04,Royal Oak
20761,316,Jonathan,Washington,Jonathan Washington,Male,2023-05-17,El Cajon
20762,360,Jennifer,King,Jennifer King,Female,2023-12-15,San Francisco
20763,542,Lucas,Carter,Lucas Carter,Male,2023-06-19,Lake Oswego
20764,62,Christian,Taylor,Christian Taylor,Male,2023-05-17,Royal Oak
20765,335,Wyatt,Lopez,Wyatt Lopez,Male,2023-08-12,Lemon Grove
20766,339,Charles,Morgan,Charles Morgan,Male,2023-03-29,Mill Valley
20767,648,Rachel,Thomas,Rachel Thomas,Female,2023-09-25,Yakima
20768,298,Marshall,Nara,Marshall Nara,Male,2023-09-19,Bellflower
20769,626,Michelle,Sanders,Michelle Sanders,Female,2023-05-13,Lynnwood
20770,648,Carlos,Mitchell,Carlos Mitchell,Male,2023-11-10,Yakima
20771,50,Madeline,Edwards,Madeline Edwards,Female,2023-11-08,Haney
20772,385,Samantha,Garcia,Samantha Garcia,Female,2024-01-17,Woodland Hills
20773,51,Natalie,Rodriguez,Natalie Rodriguez,Female,2023-12-07,Langford
20774,368,Anthony,Miller,Anthony Miller,Male,2023-10-05,Santa Cruz
20775,611,Bruce,Alonso,Bruce Alonso,Male,2024-01-12,Bremerton
20776,644,Haley,Long,Haley Long,Female,2023-05-18,Walla Walla
20777,536,Carly,Sharma,Carly Sharma,Female,2024-01-09,Beaverton
20778,638,Seth,Ramirez,Seth Ramirez,Male,2023-12-27,Sedro Woolley
20779,326,Maria,Russell,Maria Russell,Female,2023-02-16,Grossmont
20780,543,Michael,White,Michael White,Male,2023-07-19,Lebanon
20781,51,Kayla,Lee,Kayla Lee,Female,2023-09-19,Langford
20782,536,Alan,Ye,Alan Ye,Male,2023-09-10,Beaverton
20783,70,Amanda,Collins,Amanda Collins,Female,2023-11-23,Westminster
20784,301,Eduardo,Walker,Eduardo Walker,Male,2024-01-23,Burbank
20785,352,Isabella,Taylor,Isabella Taylor,Female,2023-09-05,Palo Alto
20786,325,Marcus,Perez,Marcus Perez,Male,2023-10-17,Glendale
20787,611,Bridget,Pal,Bridget Pal,Female,2023-09-18,Bremerton
20788,302,Sara,Gonzalez,Sara Gonzalez,Female,2024-01-13,Burlingame
20789,325,Miguel,Williams,Miguel Williams,Male,2023-04-12,Glendale
20790,347,Kayla,Harrison,Kayla Harrison,Female,2023-07-20,Novato
20791,360,Ryan,Patterson,Ryan Patterson,Male,2023-06-01,San Francisco
20792,51,Hailey,Rivera,Hailey Rivera,Female,2023-09-29,Langford
20793,211,Gary,Martin,Gary Martin,Male,2023-08-24,Les Ulis
20794,199,Brenda,Rana,Brenda Rana,Female,2023-11-01,Paris
20795,213,Emmanuel,Subram,Emmanuel Subram,Male,2023-07-09,Verrieres Le Buisson
20796,194,Claudia,Guo,Claudia Guo,Female,2023-06-14,Paris
20797,185,Dawn,Hu,Dawn Hu,Female,2023-06-09,Croix
20798,156,Mathew,Munoz,Mathew Munoz,Male,2023-07-09,Braunschweig
20799,119,Peter,Raje,Peter Raje,Male,2024-01-03,Grevenbroich
20800,234,Connor,Jenkins,Connor Jenkins,Male,2023-11-14,Bury
20801,233,Ronald,Chandra,Ronald Chandra,Male,2023-06-20,Bracknell
20802,220,Jon,Li,Jon Li,Male,2023-06-10,Bobigny
20803,221,Nicole,Rodriguez,Nicole Rodriguez,Female,2023-09-13,Drancy
20804,279,Katelyn,Torres,Katelyn Torres,Female,2023-07-23,York
20805,120,Brandon,Williams,Brandon Williams,Male,2023-09-20,Hof
20806,265,James,Lopez,James Lopez,Male,2023-07-07,Peterborough
20807,279,Jordan,Foster,Jordan Foster,Male,2022-02-27,York
20808,133,Julie,Jai,Julie Jai,Female,2022-06-07,Kassel
20809,271,Benjamin,Anderson,Benjamin Anderson,Male,2023-08-27,Warrington
20810,211,Brittney,He,Brittney He,Female,2023-08-30,Les Ulis
20811,272,Calvin,Shan,Calvin Shan,Male,2022-03-03,Warrington
20812,12,Preston,Prasad,Preston Prasad,Male,2021-12-08,North Sydney
20813,17,Michael,Rothkugel,Michael Rothkugel,Male,2024-01-13,St. Leonards
20814,8,Margaret,Lu,Margaret Lu,Female,2021-12-17,Matraville
20815,13,Tracy,Andersen,Tracy Andersen,Female,2021-12-19,Port Macquarie
20816,13,Connor,Ross,Connor Ross,Male,2021-12-18,Port Macquarie
20817,33,Geoffrey,Rodriguez,Geoffrey Rodriguez,Male,2021-12-06,Cranbourne
20818,20,Rachel,Powell,Rachel Powell,Female,2021-12-27,Brisbane
20819,13,Raymond,Madan,Raymond Madan,Male,2021-12-02,Port Macquarie
20820,28,Kathleen,Rubio,Kathleen Rubio,Female,2021-11-30,Cloverdale
20821,30,Hany,Morcos,Hany Morcos,Male,2021-12-09,Perth
20822,20,Shannon,Ruiz,Shannon Ruiz,Male,2021-12-20,Brisbane
20823,22,Troy,Martinez,Troy Martinez,Male,2021-12-28,East Brisbane
20824,240,Derek,Xu,Derek Xu,Male,2022-03-12,High Wycombe
20825,279,Pamela,Kapoor,Pamela Kapoor,Female,2022-03-29,York
20826,203,Jillian,Raman,Jillian Raman,Female,2023-07-31,Paris
20827,217,Jillian,Perez,Jillian Perez,Female,2023-07-28,Paris La Defense
20828,156,Jaclyn,Shan,Jaclyn Shan,Female,2022-06-05,Braunschweig
20829,130,Andy,Diaz,Andy Diaz,Male,2022-06-22,Duesseldorf
20830,115,Whitney,Martinez,Whitney Martinez,Female,2022-05-30,Eilenburg
20831,170,Drew,Xu,Drew Xu,Male,2022-06-13,Münster
20832,273,Kelvin,Tang,Kelvin Tang,Male,2022-03-03,Watford
20833,166,Douglas,Sai,Douglas Sai,Male,2022-06-12,Frankfurt am Main
20834,276,Brenda,Kapoor,Brenda Kapoor,Female,2022-03-13,Woolston
20835,153,Ruben,Gutierrez,Ruben Gutierrez,Male,2022-07-17,Berlin
20836,127,Stanley,Chandra,Stanley Chandra,Male,2022-07-20,Darmstadt
20837,230,Jimmy,Rubio,Jimmy Rubio,Male,2022-03-24,Berkshire
20838,269,Chloe,Jones,Chloe Jones,Female,2022-04-14,Stoke-on-Trent
20839,269,Courtney,Lopez,Courtney Lopez,Female,2022-03-31,Stoke-on-Trent
20840,222,Alison,Xie,Alison Xie,Female,2023-08-24,Pantin
20841,118,Jésus,Alonso,Jésus Alonso,Male,2022-07-14,Frankfurt
20842,147,Tyrone,Moreno,Tyrone Moreno,Male,2022-07-22,Hamburg
20843,131,Jose,Shan,Jose Shan,Male,2022-08-08,Frankfurt
20844,186,Nicolas,Pal,Nicolas Pal,Male,2023-08-16,Dunkerque
20845,115,Barry,Malhotra,Barry Malhotra,Male,2022-08-02,Eilenburg
20846,224,Lee,Alonso,Lee Alonso,Male,2023-08-27,Tremblay-en-France
20847,175,Kyle,Young,Kyle Young,Male,2022-08-27,Saarlouis
20848,265,Vincent,Liu,Vincent Liu,Male,2022-04-18,Peterborough
20849,269,Faith,Washington,Faith Washington,Female,2023-10-03,Stoke-on-Trent
20850,279,Lance,Navarro,Lance Navarro,Male,2022-04-10,York
20851,243,Frank,Sanz,Frank Sanz,Male,2022-04-18,Leeds
20852,230,Yolanda,Raje,Yolanda Raje,Female,2022-05-25,Berkshire
20853,216,Jarrod,Rana,Jarrod Rana,Male,2023-08-18,Courbevoie
20854,131,Kara,Raji,Kara Raji,Female,2022-09-15,Frankfurt
20855,208,Abigail,Ross,Abigail Ross,Female,2023-08-04,Saint Germain en Laye
20856,243,Tiffany,Hu,Tiffany Hu,Female,2022-05-24,Leeds
20857,225,Jerry,Becker,Jerry Becker,Male,2023-09-11,Orly
20858,220,Damien,Stone,Damien Stone,Male,2023-08-30,Bobigny
20859,245,Roy,Romero,Roy Romero,Male,2022-05-02,London
20860,158,Preston,Lopez,Preston Lopez,Male,2022-09-06,Leipzig
20861,170,Nicolas,Nara,Nicolas Nara,Male,2022-09-24,Münster
20862,255,Marshall,Sutton,Marshall Sutton,Male,2022-05-16,London
20863,263,Erica,Xu,Erica Xu,Female,2022-05-27,Oxford
20864,243,Grace,Howard,Grace Howard,Female,2022-05-26,Leeds
20865,133,Luis,Ross,Luis Ross,Male,2023-08-01,Kassel
20866,241,David,Jones,David Jones,Male,2022-06-07,Kirkby
20867,189,Noah,Johnson,Noah Johnson,Male,2023-10-01,Roubaix
20868,242,Misty,Shan,Misty Shan,Female,2023-04-04,Lancaster
20869,261,David,Martinez,David Martinez,Male,2022-06-21,Newcastle upon Tyne
20870,133,Jaime,Moreno,Jaime Moreno,Female,2022-10-10,Kassel
20871,117,Adriana,Arthur,Adriana Arthur,Female,2023-03-31,Erlangen
20872,238,Theodore,Moreno,Theodore Moreno,Male,2022-06-22,Gateshead
20873,157,Joel,Subram,Joel Subram,Male,2023-05-05,Hannover
20874,151,Edwin,Lal,Edwin Lal,Male,2022-10-16,Paderborn
20875,273,Julia,Washington,Julia Washington,Female,2022-06-20,Watford
20876,127,Jackson,Alexander,Jackson Alexander,Male,2022-10-10,Darmstadt
20877,224,Richard,Ross,Richard Ross,Male,2023-09-18,Tremblay-en-France
20878,192,Erika,Ortega,Erika Ortega,Female,2023-10-19,Paris
20879,246,Pamela,Sanchez,Pamela Sanchez,Female,2022-06-09,London
20880,243,Isabella,Washington,Isabella Washington,Female,2022-07-14,Leeds
20881,234,Wendy,Navarro,Wendy Navarro,Female,2023-10-04,Bury
20882,211,Sabrina,Suarez,Sabrina Suarez,Female,2023-11-12,Les Ulis
20883,192,Latoya,Rai,Latoya Rai,Female,2023-11-16,Paris
20884,220,Darren,Schmidt,Darren Schmidt,Male,2023-11-08,Bobigny
20885,268,Terry,Xie,Terry Xie,Male,2022-07-01,Liverpool
20886,238,Bruce,Raman,Bruce Raman,Male,2022-07-04,Gateshead
20887,206,Damien,Li,Damien Li,Male,2023-11-10,Roissy en Brie
20888,224,Clayton,Raje,Clayton Raje,Male,2023-11-14,Tremblay-en-France
20889,240,Manuel,Patel,Manuel Patel,Male,2023-08-07,High Wycombe
20890,277,Clayton,Anand,Clayton Anand,Male,2022-07-26,York
20891,215,Darrell,Anand,Darrell Anand,Male,2023-06-02,Colombes
20892,249,Henry,Sara,Henry Sara,Male,2022-07-01,London
20893,155,Robert,Hall,Robert Hall,Male,2023-12-12,Bottrop
20894,186,Alyssa,Thomas,Alyssa Thomas,Female,2023-11-24,Dunkerque
20895,204,Ruben,Jimenez,Ruben Jimenez,Male,2023-12-01,Paris
20896,119,Arthur,Sai,Arthur Sai,Male,2022-10-09,Grevenbroich
20897,211,Mayra,Sai,Mayra Sai,Female,2023-10-20,Les Ulis
20898,126,Grant,Ferrier,Grant Ferrier,Male,2023-10-20,Berlin
20899,189,Angela,Cook,Angela Cook,Female,2024-01-19,Roubaix
20900,241,Natalie,Russell,Natalie Russell,Female,2023-09-26,Kirkby
20901,219,Chad,Xu,Chad Xu,Male,2023-12-09,Suresnes
20902,271,Shane,Subram,Shane Subram,Male,2024-01-15,Warrington
20903,128,Robyn,Diaz,Robyn Diaz,Female,2023-05-27,Dresden
20904,231,Ebony,Gomez,Ebony Gomez,Female,2023-12-31,Billericay
20905,218,Jessie,Munoz,Jessie Munoz,Female,2023-12-19,Sèvres
20906,267,Briana,Ruiz,Briana Ruiz,Female,2023-12-06,Runcorn
20907,259,Terrence,Shan,Terrence Shan,Male,2023-08-13,Milton Keynes
20908,171,Wyatt,Foster,Wyatt Foster,Male,2023-06-02,Neunkirchen
20909,248,Kelly,Weadock,Kelly Weadock,Female,2023-04-10,London
20910,198,Carolyn,Malhotra,Carolyn Malhotra,Female,2023-09-25,Paris
20911,203,Katrina,Raje,Katrina Raje,Female,2023-11-12,Paris
20912,121,Christy,Hu,Christy Hu,Female,2022-10-27,Ingolstadt
20913,168,Wesley,Liu,Wesley Liu,Male,2022-11-01,Kiel
20914,126,Gilbert,Zeng,Gilbert Zeng,Male,2022-11-03,Berlin
20915,180,Latasha,Carlson,Latasha Carlson,Female,2023-12-20,Colomiers
20916,157,Kathleen,Carlson,Kathleen Carlson,Female,2023-06-17,Hannover
20917,245,Tonya,Tang,Tonya Tang,Female,2022-08-24,London
20918,191,Neil,Ramos,Neil Ramos,Male,2023-09-23,Boulogne-sur-Mer
20919,187,Gretchen,Rivas,Gretchen Rivas,Female,2024-01-08,Lille
20920,187,Jaclyn,Rai,Jaclyn Rai,Female,2024-01-13,Lille
20921,239,Melinda,Carlson,Melinda Carlson,Female,2022-08-25,Gloucestershire
20922,255,Clayton,Wagner,Clayton Wagner,Male,2022-08-02,London
20923,147,Isabella,Powell,Isabella Powell,Female,2022-11-23,Hamburg
20924,162,Alberto,Sanz,Alberto Sanz,Male,2023-06-28,Werne
20925,189,Kristin,Xu,Kristin Xu,Female,2023-09-06,Roubaix
20926,209,Jeffery,Guo,Jeffery Guo,Male,2023-12-17,Versailles
20927,128,Tammy,Martinez,Tammy Martinez,Female,2023-11-10,Dresden
20928,149,Raymond,Kapoor,Raymond Kapoor,Male,2023-10-28,Mühlheim
20929,278,Darryl,Zeng,Darryl Zeng,Male,2023-03-07,York
20930,162,Drew,Chande,Drew Chande,Male,2022-11-20,Werne
20931,236,Brian,Sanchez,Brian Sanchez,Male,2022-08-18,Cheltenham
20932,186,Cole,Kelly,Cole Kelly,Male,2023-11-12,Dunkerque
20933,262,Laura,Li,Laura Li,Female,2022-08-20,Oxford
20934,187,Haley,Young,Haley Young,Female,2023-12-14,Lille
20935,196,Desiree,Jimenez,Desiree Jimenez,Female,2023-11-11,Paris
20936,182,Christy,Cai,Christy Cai,Female,2023-12-26,Saint Ouen
20937,120,Natalie,Williams,Natalie Williams,Female,2023-09-04,Hof
20938,260,Carolyn,Rowe,Carolyn Rowe,Female,2024-01-08,Milton Keynes
20939,117,Joshua,Johnson,Joshua Johnson,Male,2023-11-17,Erlangen
20940,215,Jillian,Rodriguez,Jillian Rodriguez,Female,2023-02-12,Colombes
20941,208,Arturo,Guo,Arturo Guo,Male,2023-02-21,Saint Germain en Laye
20942,222,Tasha,Sharma,Tasha Sharma,Female,2023-03-25,Pantin
20943,261,Brett,Rana,Brett Rana,Male,2023-09-27,Newcastle upon Tyne
20944,207,Rebecca,Hernandez,Rebecca Hernandez,Female,2023-02-06,Chatou
20945,159,Roger,Tang,Roger Tang,Male,2022-11-27,München
20946,151,Abby,Chandra,Abby Chandra,Female,2023-09-14,Paderborn
20947,245,Marie,Alvarez,Marie Alvarez,Female,2024-01-25,London
20948,209,Xavier,White,Xavier White,Male,2023-03-24,Versailles
20949,236,Sandra,Liang,Sandra Liang,Female,2023-03-30,Cheltenham
20950,232,Albert,Suarez,Albert Suarez,Male,2023-05-06,Birmingham
20951,252,Darrell,Jai,Darrell Jai,Male,2023-08-11,London
20952,264,Micah,Ye,Micah Ye,Male,2023-12-14,Oxon
20953,205,Neil,Rubio,Neil Rubio,Male,2023-11-18,Lieusaint
20954,184,Nathan,Foster,Nathan Foster,Male,2023-09-15,Metz
20955,208,Dawn,Pal,Dawn Pal,Female,2023-12-03,Saint Germain en Laye
20956,211,Kristy,Alonso,Kristy Alonso,Female,2023-11-06,Les Ulis
20957,206,Darren,Kapoor,Darren Kapoor,Male,2023-06-21,Roissy en Brie
20958,178,Gerald,Alonso,Gerald Alonso,Male,2023-01-29,Sulzbach Taunus
20959,223,Ruben,Arun,Ruben Arun,Male,2023-11-02,Saint-Denis
20960,193,Darrell,Beck,Darrell Beck,Male,2023-05-18,Paris
20961,188,Keith,Goldberg,Keith Goldberg,Male,2023-12-23,Roncq
20962,198,Sharon,Xie,Sharon Xie,Female,2023-04-12,Paris
20963,241,Teresa,Dominguez,Teresa Dominguez,Female,2023-03-06,Kirkby
20964,208,Emily,Butler,Emily Butler,Female,2023-08-30,Saint Germain en Laye
20965,270,Cynthia,Subram,Cynthia Subram,Female,2023-07-07,W. York
20966,180,Virginia,Madan,Virginia Madan,Female,2023-12-09,Colomiers
20967,142,Casey,Rowe,Casey Rowe,Male,2023-06-02,Bonn
20968,279,Arturo,Yuan,Arturo Yuan,Male,2023-07-11,York
20969,221,Ashley,Foster,Ashley Foster,Female,2023-05-14,Drancy
20970,175,Isaiah,Richardson,Isaiah Richardson,Male,2022-11-04,Saarlouis
20971,211,Preston,Suri,Preston Suri,Male,2023-11-02,Les Ulis
20972,232,Francisco,Vance,Francisco Vance,Male,2023-10-16,Birmingham
20973,255,April,Andersen,April Andersen,Female,2023-09-06,London
20974,201,George,Subram,George Subram,Male,2023-07-02,Paris
20975,234,Jerry,Andersen,Jerry Andersen,Male,2022-08-21,Bury
20976,222,Jaclyn,Kumar,Jaclyn Kumar,Female,2023-08-01,Pantin
20977,189,Mario,Andersen,Mario Andersen,Male,2023-01-18,Roubaix
20978,115,Bruce,Srini,Bruce Srini,Male,2023-08-01,Eilenburg
20979,149,Diane,Jimenez,Diane Jimenez,Female,2022-11-24,Mühlheim
20980,161,Matthew,Miller,Matthew Miller,Male,2022-11-10,Solingen
20981,140,Craig,Romero,Craig Romero,Male,2023-02-06,Berlin
20982,277,Arthur,Jiménez,Arthur Jiménez,Male,2022-09-04,York
20983,22,Meredith,Vance,Meredith Vance,Female,2021-12-15,East Brisbane
20984,36,Sabrina,Rubio,Sabrina Rubio,Female,2021-12-07,Melton
20985,18,Autumn,Liu,Autumn Liu,Female,2021-12-21,Sydney
20986,20,Brandi,Blanco,Brandi Blanco,Female,2023-10-05,Brisbane
20987,8,Marshall,Zeng,Marshall Zeng,Male,2021-11-30,Matraville
20988,36,Anna,Martin,Anna Martin,Female,2021-12-03,Melton
20989,18,Cassandra,Sara,Cassandra Sara,Female,2021-12-15,Sydney
20990,13,Mayra,Raman,Mayra Raman,Female,2021-12-21,Port Macquarie
20991,40,Frederick,Sai,Frederick Sai,Male,2021-12-05,Warrnambool
20992,23,Julio,Serrano,Julio Serrano,Male,2021-11-30,Gold Coast
20993,30,Mitchell,Xie,Mitchell Xie,Male,2021-11-30,Perth
20994,21,Autumn,Ma,Autumn Ma,Female,2021-11-30,Caloundra
20995,21,Danny,Suarez,Danny Suarez,Male,2021-11-29,Caloundra
20996,25,Keith,Shan,Keith Shan,Male,2021-12-05,Hervey Bay
20997,5,Joanna,Ashe,Joanna Ashe,Female,2022-01-18,Lane Cove
20998,21,Eugene,She,Eugene She,Male,2022-01-26,Caloundra
20999,22,Carolyn,Garcia,Carolyn Garcia,Female,2022-01-03,East Brisbane
21000,3,Geoffrey,Perez,Geoffrey Perez,Male,2022-01-25,Darlinghurst
21001,24,Clinton,Gutierrez,Clinton Gutierrez,Male,2022-01-14,Hawthorne
21002,11,Carolyn,Rodriguez,Carolyn Rodriguez,Female,2022-01-03,North Ryde
21003,222,Jimmy,Hernandez,Jimmy Hernandez,Male,2023-02-10,Pantin
21004,224,Kaitlyn,Campbell,Kaitlyn Campbell,Female,2023-01-06,Tremblay-en-France
21005,219,Barbara,Zhu,Barbara Zhu,Female,2023-08-13,Suresnes
21006,131,Sydney,Young,Sydney Young,Female,2022-11-19,Frankfurt
21007,160,Nuan,Ma,Nuan Ma,Male,2023-10-03,Paderborn
21008,176,Melody,Carlson,Melody Carlson,Female,2022-11-06,Stuttgart
21009,176,Clinton,Sandberg,Clinton Sandberg,Male,2023-12-05,Stuttgart
21010,177,Ruben,Navarro,Ruben Navarro,Male,2023-06-17,Stuttgart
21011,253,Aimee,Wang,Aimee Wang,Female,2022-09-10,London
21012,234,Marie,Vance,Marie Vance,Female,2022-09-25,Bury
21013,186,Connor,Nelson,Connor Nelson,Male,2023-01-27,Dunkerque
21014,211,Diana,Carlson,Diana Carlson,Female,2023-01-16,Les Ulis
21015,149,Diane,Hernandez,Diane Hernandez,Female,2022-11-19,Mühlheim
21016,164,Michele,Kapoor,Michele Kapoor,Female,2022-12-01,Berlin
21017,197,Leslie,Romero,Leslie Romero,Female,2023-01-12,Paris
21018,232,Sheila,Serrano,Sheila Serrano,Female,2022-09-24,Birmingham
21019,206,Monica,Prasad,Monica Prasad,Female,2023-10-31,Roissy en Brie
21020,264,Omar,Ye,Omar Ye,Male,2022-09-04,Oxon
21021,201,Gary,Serrano,Gary Serrano,Male,2023-02-05,Paris
21022,219,Bianca,Huang,Bianca Huang,Female,2023-02-19,Suresnes
21023,274,Cara,Wang,Cara Wang,Female,2023-05-16,West Sussex
21024,203,Lori,Jimenez,Lori Jimenez,Female,2023-02-17,Paris
21025,271,Cedric,Wu,Cedric Wu,Male,2023-10-26,Warrington
21026,247,Clifford,Fernandez,Clifford Fernandez,Male,2023-05-04,London
21027,236,Luke,Nelson,Luke Nelson,Male,2022-09-08,Cheltenham
21028,235,Joe,Suri,Joe Suri,Male,2023-09-18,Cambridge
21029,175,Kristi,Martin,Kristi Martin,Female,2022-12-22,Saarlouis
21030,195,Lindsay,Xu,Lindsay Xu,Female,2023-02-10,Paris
21031,188,Cassie,She,Cassie She,Female,2023-02-14,Roncq
21032,132,Brendan,Shan,Brendan Shan,Male,2023-11-12,Hamburg
21033,182,Preston,Subram,Preston Subram,Male,2023-02-11,Saint Ouen
21034,241,Jacqueline,Kelly,Jacqueline Kelly,Female,2022-09-03,Kirkby
21035,115,Roy,Sanchez,Roy Sanchez,Male,2022-12-11,Eilenburg
21036,265,Ruben,Hernandez,Ruben Hernandez,Male,2022-09-16,Peterborough
21037,160,Bruce,Arun,Bruce Arun,Male,2022-12-12,Paderborn
21038,197,Pedro,Lopez,Pedro Lopez,Male,2023-12-03,Paris
21039,235,Jill,Ramos,Jill Ramos,Female,2022-09-03,Cambridge
21040,270,Chad,Luo,Chad Luo,Male,2022-08-28,W. York
21041,200,Eddie,Serrano,Eddie Serrano,Male,2023-02-04,Paris
21042,135,Jon,Liang,Jon Liang,Male,2023-10-29,Salzgitter
21043,140,Johnathan,McDonald,Johnathan McDonald,Male,2023-08-30,Berlin
21044,268,Franklin,Zheng,Franklin Zheng,Male,2022-10-21,Liverpool
21045,189,Evelyn,Prasad,Evelyn Prasad,Female,2023-12-03,Roubaix
21046,256,Terrance,Suri,Terrance Suri,Male,2023-08-16,London
21047,173,Sheena,Andersen,Sheena Andersen,Female,2023-11-03,Poing
21048,183,Karen,Liang,Karen Liang,Female,2023-02-17,Orleans
21049,265,James,Sharma,James Sharma,Male,2023-07-16,Peterborough
21050,204,Alan,Cai,Alan Cai,Male,2023-02-14,Paris
21051,121,Sabrina,Alonso,Sabrina Alonso,Female,2023-11-13,Ingolstadt
21052,121,Sheena,Xu,Sheena Xu,Female,2023-12-03,Ingolstadt
21053,262,Jamie,Vazquez,Jamie Vazquez,Male,2022-10-22,Oxford
21054,190,Keith,Jai,Keith Jai,Male,2023-12-13,Villeneuve-d'Ascq
21055,120,Kristi,Carlson,Kristi Carlson,Female,2023-08-13,Hof
21056,239,Walter,Munoz,Walter Munoz,Male,2022-10-10,Gloucestershire
21057,155,Elizabeth,Butler,Elizabeth Butler,Female,2023-11-04,Bottrop
21058,213,Meredith,Suri,Meredith Suri,Female,2023-06-23,Verrieres Le Buisson
21059,190,Misty,Chande,Misty Chande,Female,2023-02-04,Villeneuve-d'Ascq
21060,261,Jaclyn,Tang,Jaclyn Tang,Female,2022-10-08,Newcastle upon Tyne
21061,198,Desiree,Suarez,Desiree Suarez,Female,2023-02-10,Paris
21062,224,Miranda,Barnes,Miranda Barnes,Female,2023-03-13,Tremblay-en-France
21063,188,Louis,Li,Louis Li,Male,2023-04-21,Roncq
21064,210,Colleen,Sun,Colleen Sun,Female,2023-03-20,Saint Ouen
21065,175,Robert,Thompson,Robert Thompson,Male,2023-08-19,Saarlouis
21066,274,Ebony,Arun,Ebony Arun,Female,2024-01-17,West Sussex
21067,242,Frank,Jimenez,Frank Jimenez,Male,2022-10-27,Lancaster
21068,234,Lawrence,Jimenez,Lawrence Jimenez,Male,2023-04-05,Bury
21069,262,Colin,Lu,Colin Lu,Male,2023-11-15,Oxford
21070,211,Latoya,Yuan,Latoya Yuan,Female,2023-02-15,Les Ulis
21071,260,Lindsey,Pal,Lindsey Pal,Female,2022-10-05,Milton Keynes
21072,188,Dominic,Sanchez,Dominic Sanchez,Male,2023-03-14,Roncq
21073,120,Catherine,Kelly,Catherine Kelly,Female,2023-08-01,Hof
21074,263,Diane,Carlson,Diane Carlson,Female,2023-06-24,Oxford
21075,175,Manuel,Rana,Manuel Rana,Male,2023-04-16,Saarlouis
21076,115,Terrence,Nath,Terrence Nath,Male,2023-11-23,Eilenburg
21077,221,Rachel,James,Rachel James,Female,2023-07-04,Drancy
21078,184,Grace,Gray,Grace Gray,Female,2023-10-27,Metz
21079,275,Lee,Carlson,Lee Carlson,Male,2023-07-23,Wokingham
21080,209,Ebony,Lopez,Ebony Lopez,Female,2024-01-10,Versailles
21081,196,Xavier,Smith,Xavier Smith,Male,2023-11-30,Paris
21082,131,Jason,Edwards,Jason Edwards,Male,2023-07-22,Frankfurt
21083,260,Trisha,Chen,Trisha Chen,Female,2024-01-21,Milton Keynes
21084,217,Clarence,Deng,Clarence Deng,Male,2023-04-16,Paris La Defense
21085,174,Leslie,Vazquez,Leslie Vazquez,Female,2024-01-09,Saarbrücken
21086,121,Katelyn,Bell,Katelyn Bell,Female,2023-08-14,Ingolstadt
21087,121,Rebecca,Scott,Rebecca Scott,Female,2023-09-06,Ingolstadt
21088,198,Alvin,Anand,Alvin Anand,Male,2023-04-05,Paris
21089,218,Yiroyuki,Sato,Yiroyuki Sato,Female,2023-04-12,Sèvres
21090,190,Thomas,Garcia,Thomas Garcia,Male,2023-03-30,Villeneuve-d'Ascq
21091,147,Ashley,Jenkins,Ashley Jenkins,Female,2023-07-20,Hamburg
21092,238,Gina,Gutierrez,Gina Gutierrez,Female,2022-10-24,Gateshead
21093,248,Jacquelyn,Castro,Jacquelyn Castro,Female,2022-11-20,London
21094,207,Alison,Sharma,Alison Sharma,Female,2023-11-05,Chatou
21095,195,Lance,Munoz,Lance Munoz,Male,2023-04-26,Paris
21096,115,Jon,Lin,Jon Lin,Male,2023-10-26,Eilenburg
21097,124,Gary,Ruiz,Gary Ruiz,Male,2023-08-19,Berlin
21098,191,Steve,Ma,Steve Ma,Male,2023-08-02,Boulogne-sur-Mer
21099,212,Sandra,Liu,Sandra Liu,Female,2023-05-13,Morangis
21100,170,Sandra,Zhang,Sandra Zhang,Female,2023-12-11,Münster
21101,268,Meagan,Perez,Meagan Perez,Female,2023-09-21,Liverpool
21102,177,Willie,Zheng,Willie Zheng,Male,2023-09-03,Stuttgart
21103,236,Francis,Hernandez,Francis Hernandez,Male,2022-10-30,Cheltenham
21104,269,Robin,Gutierrez,Robin Gutierrez,Female,2022-11-07,Stoke-on-Trent
21105,279,Cory,Sara,Cory Sara,Male,2022-11-09,York
